amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,credamount_770A,currdebt_22A,currdebtcredtyperange_828A,disbursedcredamount_1113A,downpmt_116A,inittransactionamount_650A,lastapprcommoditycat_1041M,lastapprcommoditytypec_5251766M,lastapprcredamount_781A,lastcancelreason_561M,lastotherinc_902A,lastotherlnsexpense_631A,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectreason_759M,lastrejectreasonclient_4145040M,maininc_215A,maxannuity_159A,maxannuity_4075009A,maxdebt4_972A,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,previouscontdistrict_112M,price_1097A,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,description_5085714M,education_1103M,education_88M,maritalst_385M,maritalst_893M,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtssum_45A
108363.31,2000.0,4468.4,5468.2,53980.0,54881.477,6220.2,23998.0,44672.0,0.0,23998.0,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,P12_6_178,a55475b1,5378.0,a55475b1,a55475b1,,54800.0,,71564.39,18380.8,57078.0,90205.91,4468.4,P204_99_158,23998.0,44672.0,44672.0,44672.0,250856.9,4468.4,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
,2311.0,0.0,,,,,21980.0,0.0,0.0,21980.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,21980.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,2431.8,3710.4001,3710.4001,,,,14800.0,59318.402,0.0,14800.0,0.0,,a55475b1,a55475b1,54000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,56000.0,7440.0,,57980.0,3710.4001,,,,P217_160_113,14800.0,59318.402,,59318.402,29720.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,3768.8
26973.615,2415.2,1820.2001,1498.6,,11700.979,,13294.601,10899.2,0.0,13294.601,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,a55475b1,a55475b1,20000.0,a55475b1,a55475b1,,15180.616,,16363.2,2512.6,,20019.201,,P197_62_142,13294.601,10899.2,10899.2,10899.2,84655.82,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,10460.601,,,
,2471.2,0.0,,,,,33098.0,0.0,0.0,33098.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,33098.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.148
,6497.8003,0.0,,,,,112978.0,0.0,0.0,112978.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,112978.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,1250.0,0.0,,,,,14998.0,0.0,0.0,14998.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,14998.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,b6cabe76,a55475b1,,,,12081.8
327165.1,12975.2,0.0,13086.601,13839.8,102332.375,16965.201,300000.0,0.0,0.0,300000.0,0.0,,P33_29_177,a55475b1,13839.8,P52_67_90,,,a55475b1,a55475b1,40000.0,P99_56_166,P52_67_90,70000.0,244870.66,,196208.0,106658.805,13839.8,199852.33,106658.9,P123_6_84,0.0,0.0,0.0,0.0,547802.56,116997.9,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
,5517.8003,0.0,,,,,29535.0,0.0,0.0,29535.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,29535.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,1527.0,0.0,,,,,18296.0,0.0,0.0,18296.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,18296.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,17109.479
7838.0,3729.4001,0.0,1959.4,,2240.0,1959.4,30000.0,0.0,0.0,30000.0,0.0,,P21_79_33,a55475b1,6422.0,a55475b1,,,P159_130_59,a55475b1,13998.0,P99_56_166,P94_109_143,40000.0,3360.0,,6422.0,2251.8,5586.0,6780.0,,P112_89_137,0.0,0.0,0.0,0.0,11820.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
61980.824,1361.2001,3736.0,3229.8,60000.0,82160.6,4693.4,19292.0,74716.6,0.0,19292.0,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,60000.0,,60400.574,14534.2,37457.2,89660.6,3736.0,P21_87_50,19292.0,74716.6,74716.6,74716.6,137724.0,3736.0,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
28264.0,2369.8,0.0,3533.0,,,,56872.402,0.0,0.0,56872.402,0.0,,P159_130_59,a55475b1,37830.402,P94_109_143,,,P159_130_59,a55475b1,75978.0,P198_131_9,P94_109_143,40000.0,4000.0,,42370.0,3533.4001,,,,P62_144_102,56872.402,0.0,0.0,0.0,42397.6,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
14722.4,2498.4001,2103.2,2103.2,,23431.4,2103.2,25318.0,18924.4,18924.4,25318.0,0.0,,P12_6_178,a55475b1,25198.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,70000.0,2105.0,,25198.0,2103.2,25198.0,31542.4,2103.2,P47_144_70,25318.0,18924.4,18924.4,18924.4,14723.0,4206.4,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,3749.6,0.0,,,,,37998.0,0.0,0.0,37998.0,2000.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,39998.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,0.0
,998.2,0.0,,,,,11978.0,0.0,0.0,11978.0,0.0,,a55475b1,a55475b1,,P24_27_36,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,11978.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,1956.2001,,
278688.84,6617.2,3913.6,11444.0,,89400.69,,60000.0,50779.2,50779.2,60000.0,0.0,,P12_6_178,a55475b1,21600.0,a55475b1,,,P12_6_178,a55475b1,21600.0,P99_56_166,P129_162_80,40000.0,32104.62,,130496.75,38575.402,,175866.81,,P156_128_17,60000.0,50779.2,50779.2,50779.2,339437.72,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,4333.2,,,
,5182.6,0.0,,,,,75388.0,0.0,0.0,75388.0,0.0,,P109_133_183,a55475b1,9000.0,P55_81_55,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,9000.0,,,,,a55475b1,75388.0,0.0,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
116027.94,8947.4,4988.4,5489.6,,70352.4,5317.4,164780.0,64770.332,64770.332,113536.266,0.0,,a55475b1,a55475b1,80000.0,P94_109_143,,,a55475b1,a55475b1,100000.0,P48_22_32,P94_109_143,22400.0,34981.6,15460.0,97084.51,10346.2,80000.0,114854.2,4988.4,P188_59_177,,64770.332,64770.332,64770.332,382248.1,4988.4,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,5511.0,,
24579.293,1449.8,0.0,2188.0,,11171.635,,11643.601,0.0,0.0,11643.601,0.0,,P159_130_59,a55475b1,20096.0,P94_109_143,,,P33_29_177,a55475b1,46450.2,P198_131_9,P94_109_143,36000.0,9494.492,,22115.637,7811.2,,26294.49,,P131_33_167,11643.601,0.0,,0.0,118767.29,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,7512.0,,,
73437.99,3528.0,2333.4001,4182.6,,21077.666,4248.6,34585.402,17638.0,17638.0,34585.402,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,a55475b1,a55475b1,20000.0,P99_56_166,P30_86_84,,14647.2,,58370.855,10251.8,37131.6,50169.996,2333.4001,P62_144_102,34585.402,17638.0,17638.0,17638.0,92133.99,2333.4001,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
0.0,1509.8,0.0,,,,,25194.0,0.0,0.0,25194.0,0.0,,P148_110_5,a55475b1,28000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,11200.0,12603.721,,0.0,,,,,P6_35_77,25194.0,0.0,0.0,0.0,57554.637,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,4759.2
52756.53,1694.0,4584.6,4350.2,,60237.57,4867.8003,17166.8,50426.34,50426.34,17166.8,0.0,,P109_133_183,a55475b1,57000.0,a55475b1,,,a55475b1,a55475b1,100000.0,P99_56_166,P94_109_143,60000.0,26315.135,,74507.125,15044.2,46540.0,95594.06,4584.6,P183_57_177,17166.8,50426.34,50426.34,50426.34,130925.45,9169.2,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
14736.0,8310.601,0.0,2947.2,,,2947.2,160965.0,0.0,0.0,160965.0,0.0,,P159_130_59,a55475b1,16192.0,P94_109_143,,,P184_3_97,a55475b1,37998.0,P45_84_106,P94_109_143,16000.0,3000.0,,17682.8,2947.2,17682.8,14860.0,,P147_6_101,160965.0,0.0,0.0,0.0,17860.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,1488.8
0.0,3307.0,0.0,,,,,16000.0,0.0,0.0,16000.0,0.0,,a55475b1,a55475b1,20000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,8160.0,,14518.669,,,,,a55475b1,16000.0,14742.601,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,2690.0
,1242.8,0.0,,,,,9980.0,0.0,0.0,9980.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,9980.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,0.0
142760.83,3738.4001,3261.4001,6489.2,,27176.0,,60000.0,26088.4,0.0,60000.0,0.0,,P12_6_178,a55475b1,26272.0,P198_89_166,,,a55475b1,a55475b1,116400.0,a55475b1,P94_109_143,47400.0,19207.55,,86546.234,16677.0,,39134.0,,P208_70_52,0.0,26088.4,,26088.4,343546.4,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,17514.6,,,
58833.6,6297.8003,0.0,5883.4,,5868.666,5883.4,60000.0,0.0,0.0,60000.0,0.0,,P159_130_59,a55475b1,54780.0,P94_109_143,,,a55475b1,a55475b1,30000.0,P99_56_166,P94_109_143,40000.0,6000.0,,70600.4,5883.4,70600.4,47063.0,,P117_87_136,0.0,0.0,0.0,0.0,70603.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
183076.38,9072.601,2398.4001,8712.601,,50072.066,,47900.0,11955.4,0.0,47900.0,0.0,,P21_79_33,a55475b1,52680.0,P94_109_143,,,a55475b1,a55475b1,66000.0,P99_56_166,P94_109_143,35000.0,16640.0,,97303.0,16510.201,,107355.4,,P98_137_111,47900.0,11955.4,,11955.4,228145.17,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4680.0
15524.601,2218.2,0.0,5174.8003,,,5174.8003,36972.0,0.0,0.0,36972.0,8000.0,36972.0,P109_133_183,a55475b1,14000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,24000.0,6000.0,,14644.4,5175.0,14644.4,9524.601,,P204_99_158,44972.0,0.0,0.0,0.0,28867.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,
231997.12,1692.8,7858.0,14942.601,126264.2,166164.83,20058.8,60000.0,141434.2,141434.2,60000.0,0.0,,a55475b1,a55475b1,100000.0,P30_86_84,,,a55475b1,a55475b1,40000.0,P99_56_166,P30_86_84,60000.0,275448.34,,134126.61,138090.2,89159.4,188872.4,7858.0,P147_6_101,,149292.2,149292.2,141434.2,244152.45,15716.0,2fc785b2,717ddd49,a55475b1,3439d993,a55475b1,,,29100.0,
18428.0,2133.2,0.0,3685.6,,,,20302.0,0.0,0.0,20302.0,0.0,,P21_79_33,a55475b1,19000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,70000.0,4000.0,,20852.8,3685.8,,,,P123_6_84,20302.0,0.0,0.0,0.0,22120.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,20996.8,
,2164.8,0.0,,,,,20600.0,0.0,0.0,20600.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,20600.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,14000.008
,2441.2,0.0,4158.8003,,,,13437.8,0.0,0.0,13437.8,0.0,,a55475b1,a55475b1,48000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,20000.0,4280.0,,65086.402,4159.0,,,,P178_112_160,13437.8,0.0,,0.0,99840.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,7102.3335,,,
34034.402,1295.6,4568.4,3494.0,,32231.666,3212.4001,14396.0,16165.0,0.0,14396.0,0.0,14396.0,P159_130_59,a55475b1,26494.0,P180_60_137,,,P109_133_183,a55475b1,23000.0,a55475b1,a55475b1,50000.0,7600.0,,44919.055,4572.6,23023.8,43765.0,4572.6,P159_143_123,14396.0,19689.0,19689.0,16165.0,38700.0,10996.2,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,
,1737.6,0.0,,,,,14742.0,0.0,0.0,14742.0,0.0,,P33_29_177,a55475b1,15000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,14742.0,0.0,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,7512.0,,
,6187.0,0.0,,,,,109396.0,0.0,0.0,109396.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,109396.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
5287.8003,1702.6,0.0,5287.8003,15863.2,10529.866,3566.6,42578.0,0.0,0.0,28378.0,0.0,28378.0,P53_45_92,a55475b1,15180.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,5400.0,,0.0,5287.8003,15863.2,15863.2,5287.8003,P131_33_167,28378.0,5163.2,5163.2,0.0,15873.0,10575.4,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
29682.4,1439.4,0.0,2968.2,,,,23992.0,0.0,0.0,23992.0,0.0,23992.0,P53_45_92,P200_75_140,30166.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,46000.0,6320.0,,35595.8,2968.4001,,,,P141_13_175,23992.0,0.0,0.0,0.0,53034.73,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,5719.8003,0.0,,,,,100000.0,0.0,0.0,100000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,7532.8003,,
136329.0,4948.4,6492.6,7934.6,,255106.8,6492.6,43200.0,271054.06,0.0,43200.0,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,a55475b1,a55475b1,150000.0,P99_56_166,P94_109_143,,150000.0,,152474.89,15734.0,150000.0,311622.6,6492.6,P131_33_167,43200.0,271833.16,271833.16,271054.06,822454.3,12985.2,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,27738.8,
187718.4,1480.6,9866.601,7508.8003,,324740.62,9303.4,20000.0,294999.66,294999.66,20000.0,0.0,,a55475b1,a55475b1,200000.0,a55475b1,,,a55475b1,a55475b1,30000.0,a55475b1,a55475b1,39400.0,14135.4,,200000.0,13968.8,67513.6,355186.6,9866.601,P2_93_127,,294999.66,294999.66,294999.66,325234.84,19733.201,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,14834.2,,
20683.8,2812.8,0.0,3447.4001,,,,13792.0,0.0,0.0,13792.0,0.0,,P159_130_59,a55475b1,18300.0,P94_109_143,,,a55475b1,a55475b1,20000.0,P94_109_143,P94_109_143,33000.0,12826.0,,43503.402,3447.4001,,,,P89_144_94,13792.0,0.0,,0.0,157974.8,,a55475b1,717ddd49,a55475b1,b6cabe76,a55475b1,,,,0.0
,2436.0,0.0,4763.6,,,,40600.0,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,20300.0,a55475b1,,,a55475b1,a55475b1,42000.0,a55475b1,a55475b1,58000.0,83653.6,,70687.82,32132.0,,,,P91_56_167,,0.0,,0.0,235743.4,,a55475b1,717ddd49,a55475b1,a7fcb6e5,a55475b1,,,,7571.4844
35104.0,8573.4,7019.4,7020.8003,,24533.4,,70000.0,6983.4,6983.4,70000.0,0.0,,a55475b1,a55475b1,34000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,60000.0,7100.0,,37130.402,7020.8003,,42123.402,,P98_137_111,,6983.4,,6983.4,35140.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,6447.067,,,
25148.201,12448.8,2093.6,2095.8,,42770.06,,181479.61,36427.2,0.0,168520.42,0.0,,P12_6_178,a55475b1,50192.0,P198_89_166,,,a55475b1,a55475b1,,a55475b1,a55475b1,16000.0,2400.0,,50192.0,2118.6,,62827.2,,P197_47_166,0.0,36427.2,,36427.2,26400.0,,a55475b1,6b2ae0fa,a55475b1,b6cabe76,a55475b1,7348.134,,,
,1941.8,0.0,,,,,13000.0,0.0,0.0,13000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,13000.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,14420.0
4688.224,4020.6,0.0,1026.0,,,,34650.0,0.0,0.0,34650.0,0.0,,P187_118_47,a55475b1,75794.0,P11_56_131,,,a55475b1,a55475b1,,a55475b1,a55475b1,44000.0,20320.0,,53594.0,1415.8,,,,P131_33_167,34650.0,0.0,0.0,0.0,69600.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,10818.0
0.0,5228.8003,0.0,,,,,65520.0,0.0,0.0,65520.0,0.0,,P148_110_5,a55475b1,32398.201,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,29000.0,6400.0,,32398.201,,,,,P92_92_93,65520.0,0.0,0.0,0.0,43436.6,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
,2583.4001,0.0,,,,,61998.0,0.0,0.0,61998.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,61998.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,38c061ee,a55475b1,,,,12804.45
,3125.8,0.0,,,,,60590.0,0.0,0.0,60590.0,0.0,,P52_56_90,a55475b1,2444.0,P94_109_143,,,a55475b1,a55475b1,30000.0,P94_109_143,a55475b1,5200.0,2773.4001,,0.0,,,,,P162_18_172,60590.0,0.0,,0.0,33121.8,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,3477.6802
0.0,1125.0,0.0,,,,,13498.0,0.0,0.0,13498.0,0.0,,P159_130_59,a55475b1,12894.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,5200.0,,14151.4,,,,,P131_33_167,13498.0,0.0,0.0,0.0,29100.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,3101.0,0.0,15369.8,,,,22000.0,0.0,0.0,22000.0,0.0,,P52_56_90,a55475b1,22000.0,P94_109_143,,,P109_133_183,a55475b1,40000.0,P45_84_106,P94_109_143,30000.0,30000.0,,29278.0,15369.8,,,,P143_96_29,22000.0,0.0,,0.0,40278.363,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4850.0
,3361.4001,0.0,,,,,78692.805,0.0,0.0,78692.805,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,78692.805,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
,2953.4001,0.0,,,,,25820.0,0.0,0.0,25820.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,25820.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,1332.6,0.0,,,,,31978.0,0.0,0.0,31978.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,P159_130_59,a55475b1,27474.4,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,31978.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,0.0
,1787.8,0.0,,,,,29798.0,0.0,0.0,29798.0,0.0,29798.0,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,29798.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
163231.58,7811.0,0.0,14839.2,,,,42996.0,0.0,0.0,42996.0,0.0,,P100_96_175,a55475b1,124100.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,27280.0,,130060.0,26783.6,,67738.77,,P215_90_178,42996.0,0.0,,0.0,173963.17,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,5100.0
,2105.8,0.0,,,,,11919.601,0.0,0.0,11919.601,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,11919.601,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
56745.0,1666.6,0.0,9258.0,,,,19998.0,0.0,0.0,19998.0,0.0,,P121_6_80,a55475b1,22000.4,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,34280.0,,107473.9,13514.8,,6400.0,,P123_6_84,19998.0,0.0,,0.0,195980.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,18579.568,,,
0.0,6140.4,0.0,,,,,60000.0,0.0,0.0,60000.0,0.0,,P159_130_59,a55475b1,6398.0,P94_109_143,,,a55475b1,a55475b1,100000.0,P99_56_166,P94_109_143,50000.0,4521.4,,35387.402,,,,,P56_25_83,0.0,0.0,0.0,0.0,49708.6,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
23423.172,1566.6,0.0,11711.601,,,11711.601,28198.0,0.0,0.0,28198.0,0.0,,P109_133_183,a55475b1,20600.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,38880.0,,22496.6,19449.0,22496.6,23440.0,,P197_47_166,28198.0,0.0,0.0,0.0,23440.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
157201.1,6583.6,5924.4,6538.0,,82031.53,5629.0,152000.0,64386.0,64386.0,100093.055,0.0,,a55475b1,a55475b1,26000.0,P94_109_143,,,a55475b1,a55475b1,10000.0,P99_56_166,P94_109_143,30000.0,74011.2,16160.0,114489.5,40300.402,60205.402,135442.2,5924.4,P179_96_159,,64386.0,64386.0,64386.0,300720.6,8007.8003,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,17499.4
,3422.4001,0.0,,,,,57042.0,0.0,0.0,57042.0,0.0,57042.0,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,57042.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,4417.4,0.0,,,,,47329.0,0.0,0.0,47329.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,P148_110_5,a55475b1,33690.0,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,47329.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,4099.8003,0.0,,,,,49196.0,0.0,0.0,49196.0,4000.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,53196.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,16258.733,,,
251080.86,2666.6,8486.8,11552.0,150000.0,176784.83,15169.4,31998.0,203620.2,0.0,31998.0,0.0,,a55475b1,a55475b1,0.0,P85_114_140,,,P159_130_59,a55475b1,12736.0,P94_109_143,P94_109_143,,191200.0,,121263.4,76597.0,100903.4,237569.55,8486.8,P56_25_83,31998.0,203620.2,203620.2,203620.2,505968.72,8486.8,a55475b1,6b2ae0fa,a55475b1,b6cabe76,a55475b1,,15824.4,,
,4556.2,0.0,,,,,44086.0,0.0,0.0,44086.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,44086.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,3439d993,a55475b1,,,,
,1492.6,0.0,,,,,12000.0,0.0,0.0,12000.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,60000.0,P45_84_106,P94_109_143,,0.0,,0.0,,,,,a55475b1,,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
0.0,2324.2,0.0,,,,,44998.0,0.0,0.0,44998.0,0.0,,P12_6_178,a55475b1,21596.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,20000.0,8200.0,,9896.54,,,,,P111_135_181,44998.0,0.0,,0.0,33460.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,7411.064
15775.656,3014.4001,0.0,4012.6,,,28362.6,36172.0,0.0,0.0,36172.0,0.0,,P159_130_59,a55475b1,23952.0,P32_163_96,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,52314.6,,43196.0,28362.6,28362.6,28362.6,,P147_21_170,36172.0,0.0,0.0,0.0,84833.445,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
55066.0,4064.4001,5006.0,5006.0,,38572.8,,39300.0,24832.8,24832.8,39300.0,0.0,,a55475b1,a55475b1,100000.0,P85_114_140,,,a55475b1,a55475b1,,a55475b1,a55475b1,24000.0,10040.0,,59994.0,5006.0,,80092.805,,P54_85_123,39300.0,24832.8,,24832.8,55260.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,13765.4
,4870.0,0.0,,,,,23598.0,0.0,0.0,23598.0,0.0,,P12_6_178,a55475b1,12148.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,10200.0,1170.0,,0.0,,,,,a55475b1,23598.0,0.0,,0.0,14039.2,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,18484.568,,,
